P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_ESI,P_SEMI_MAJOR_AXIS,P_PERIOD,P_ECCENTRICITY,P_FLUX,P_RADIUS,P_MASS,P_DENSITY,P_GRAVITY,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,S_TEMPERATURE,S_LUMINOSITY,S_TYPE_TEMP,S_TIDAL_LOCK
TOI-1670 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.10495075,0.249,40.74976,0.09,40.678728,11.063,200.2319,0.14788173,1.6360156,615.58324,673.71984,695.20454,760.8607,6170,2.5118864,F,0.44497954
Kepler-136 b,Transit,Kepler,2014,0.25726895,0.106,11.5789,0,260.84846,2.05,19.8,2.2982835,4.7114813,1023.7567,1023.7567,1156.1724,1156.1724,6165,2.9308932,F,0.44996013
Kepler-206 b,Transit,Kepler,2014,0.29700362,0.078,7.781987,0,199.43932,1.2,1.87,1.0821759,1.2986111,957.30959,957.30959,1081.1307,1081.1307,5764,1.2133889,G,0.50288762
HD 80653 b,Transit,K2,2020,0.27391442,0.01661,0.719573,0,6298.8423,1.613,5.72,1.3629908,2.1985042,2269.4201,2269.4201,2562.9534,2562.9534,5959,1.7378008,G,0.44525012
Kepler-635 b,Transit,Kepler,2016,0.2317737,0.1764,23.44971,0,174.58336,2.64,7.46,0.40544042,1.0703627,925.97747,925.97747,1045.746,1045.746,6174,5.4325033,F,0.45329197
Kepler-1245 c,Transit,Kepler,2016,0.28643207,0.0372,2.9365847,0,280.48789,1.44,2.67,0.8941776,1.2876157,1042.5052,1042.5052,1177.3458,1177.3458,5306,0.38815037,G,0.43823832
Kepler-342 e,Transit,Kepler,2016,0.29188104,0.0293,1.6442246,0,3305.7101,0.88,0.615,0.90245821,0.79416322,1931.5942,1931.5942,2181.4322,2181.4322,6366,2.837919,F,0.43513102
K2-131 b,Transit,K2,2017,0.27036319,0.00936,0.3693038,0,3788.3344,1.69,7.9,1.6366921,2.7660096,1998.5351,1998.5351,2257.0314,2257.0314,5120,0.33189446,K,0.43849786
HD 28109 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.25285688,0.1357,22.89104,0.3307,164.43332,2.199,18.496,1.7394107,3.8249641,779.4167,1099.0043,880.22869,1241.1526,6120,2.8575905,F,0.39256701
Kepler-1990 c,Transit,Kepler,2023,0.29559565,0.0504,4.0684496,0,515.39349,0.98,0.904,0.96048415,0.94127447,1213.7645,1213.7645,1370.7563,1370.7563,5751,1.3091819,G,0.42088222
CoRoT-5 b,Transit,CoRoT,2009,0.060161229,0.04947,4.0378962,0.09,620.98661,15.558,148.42,0.039412241,0.61317564,1216.7896,1331.7051,1374.1727,1503.9516,6100,1.5135612,F,0.49359
Kepler-102 b,Transit,Kepler,2014,0.26131397,0.05521,5.286965,0.1,85.930415,0.46,1.1,11.30106,5.1984877,738.57481,816.52518,834.10419,922.13688,4909,0.26061535,K,0.33740663
Kepler-235 b,Transit,Kepler,2014,0.26580221,0.037,3.340222,0,57.755926,2.23,5.6,0.50497914,1.1261035,702.26148,702.26148,793.09399,793.09399,4255,0.079067863,M,0.40215429
TOI-2202 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.10173554,0.09564,11.9101,0.042,43.461454,11.321,310.83618,0.21422847,2.4252805,640.61347,668.10877,723.47225,754.52387,5144,0.39719155,K,0.46825209
Kepler-126 c,Transit,Kepler,2014,0.28768302,0.162,21.869741,0.19,109.88894,1.58,1.27942,0.32437089,0.51250601,752.60781,912.22022,849.95226,1030.2094,6239,2.831392,F,0.45397553
Kepler-1876 b,Transit,Kepler,2021,0.29366715,0.0758,6.99205,0.098,469.63143,0.853,2.4,3.8669107,3.2984749,1130.3526,1247.1303,1276.5556,1408.4377,6104,2.6853444,F,0.48526906
HD 213885 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,0.26771445,0.02012,1.008035,0,3402.0763,1.745,8.83,1.6617834,2.899812,1945.5201,1945.5201,2197.1592,2197.1592,5978,1.3772095,G,0.45707068
Kepler-628 b,Transit,Kepler,2016,0.10430974,0.1241,15.458057,0,260.8894,8.4,53.2,0.089758125,0.75396825,1023.7969,1023.7969,1156.2177,1156.2177,5721,4.0179081,G,0.51313054
Kepler-1326 b,Transit,Kepler,2016,0.19671014,0.2743,42.351427,0,44.314758,4.18,16.3,0.22318179,0.93289989,657.2594,657.2594,742.27121,742.27121,6725,3.3342641,F,0.44233943
Kepler-705 b,Transit,Kepler,2016,0.73073671,0.232,56.056054,0,0.76563897,2.11,5.1,0.54290371,1.1455268,238.28995,238.28995,269.11105,269.11105,3722,0.041209752,M,0.3630572
Kepler-1646 b,Transit,Kepler,2016,0.35919284,0.0295,4.4855838,0,19.070232,1.23,2.04,1.0962632,1.3484037,532.33951,532.33951,601.19383,601.19383,3299,0.016595869,M,0.28752099
Kepler-452 b,Transit,Kepler,2015,0.8267185,1.046,384.843,0,1.109013,1.63,3.29,0.75968418,1.2382852,261.41702,261.41702,295.22945,295.22945,5757,1.2133889,G,0.48857116
Kepler-79 b,Transit,Kepler,2012,0.19977084,0.117,13.4845,0.015,160.57471,3.47,10.9,0.26087837,0.90524795,900.06476,913.66852,1016.4817,1031.845,6174,2.1978599,F,0.46314097
Kepler-438 b,Transit,Kepler,2015,0.83283844,0.166,35.23319,0.03,1.5958032,1.12,1.46,1.0391992,1.1639031,282.08309,290.67642,318.56852,328.27334,3748,0.043954162,M,0.372905
Kepler-207 d,Transit,Kepler,2014,0.19941826,0.068,5.868075,0,739.57492,3.31,11,0.30332535,1.0040069,1328.4501,1328.4501,1500.2757,1500.2757,5920,3.4197944,G,0.45982434
Kepler-25 b,Transit,Kepler,2011,0.22187659,0.069445,6.238297,0.0029,607.74286,2.748,8.7,0.41924613,1.1520884,1262.9914,1266.6594,1426.3504,1430.4928,6103,2.9308932,F,0.48699999
Kepler-249 b,Transit,Kepler,2014,0.34434494,0.035,3.306539,0,26.113429,1.09,1.32,1.0192822,1.1110176,575.85837,575.85837,650.34155,650.34155,3568,0.031988951,M,0.34493821
Kepler-125 c,Transit,Kepler,2014,0.3583096,0.051,5.774464,0,18.065902,0.74,0.33,0.8143644,0.60262966,525.18779,525.18779,593.11708,593.11708,3810,0.046989411,M,0.44951589
TOI-1807 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.28872659,0.00812,0.549372,0,3235.1017,1.258,2.57,1.2908958,1.623947,1921.1961,1921.1961,2169.6891,2169.6891,4757,0.21330449,K,0.24422531
HATS-55 b,Transit,HATSouth,2019,0.066033248,0.05412,4.2042001,0.092,580.93853,14.022,292.72143,0.10617558,1.4887939,1195.5273,1311.0761,1350.1602,1480.6544,6214,1.6943378,F,0.32630865
Kepler-107 c,Transit,Kepler,2014,0.27663158,0.06064,4.901452,0.08,630.77696,1.597,10,2.4551908,3.9209397,1227.4625,1329.9221,1386.226,1501.938,5854,2.3120648,G,0.48990095
WASP-12 b,Transit,SuperWASP,2008,0.043158281,0.0232,1.09142,0.0447,7352.8947,21.712,465.62095,0.04549179,0.98771774,2307.3311,2412.8806,2605.7679,2724.9695,6360,3.9536662,F,0.45238533
TOI-1994 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2024,0.06588109,0.0613,4.0337142,0.341,4730.6624,13.675,7024.0078,2.7466478,37.560409,1796.4084,2562.5761,2028.761,2894.027,7700,16.710906,A,0.43542878
TOI-4515 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2024,0.095083692,0.118,15.266446,0.461,47.002017,12.17,637,0.35340094,4.3008894,535.5914,881.78828,604.86633,995.8413,5433,0.58076442,G,0.362518
Kepler-33 f,Transit,Kepler,2011,0.18372528,0.2535,41.02902,0,55.981441,4.46,9.6,0.10820982,0.48261578,696.80415,696.80415,786.93079,786.93079,5904,3.5974934,G,0.49601261
TOI-1260 d,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.31303266,0.1116,16.608164,0,10.367442,3.12,11.84,0.38984137,1.2163051,457.10673,457.10673,516.23022,516.23022,4227,0.12912193,K,0.43192361
K2-97 b,Transit,K2,2016,0.0830286,0.086,8.406726,0.22,1150.2067,10.61,152.5584,0.12772914,1.3552061,1334.8134,1669.3722,1507.462,1885.2936,4717,8.2985077,K,0.53534575
Kepler-428 b,Transit,Kepler,2014,0.077946742,0.0433,3.5256325,0.22,222.73937,12.11,403.63,0.22727466,2.7522961,885.47407,1107.41,1000.0038,1250.6456,5150,0.40738028,K,0.44657347
Kepler-68 c,Transit,Kepler,2013,0.29952999,0.09008,9.605027,0.099,210.80553,0.979,1.3,1.3854641,1.3563694,924.77626,1021.3465,1044.3895,1153.4504,5847,1.7021585,G,0.50253866
Kepler-450 c,Transit,Kepler,2015,0.23159852,0.1324,15.413135,0.02,204.32001,2.62,12.5,0.69503414,1.8209895,953.5767,972.84282,1076.915,1098.6731,6197.21,3.5809644,F,0.45576571
Kepler-197 d,Transit,Kepler,2014,0.30127592,0.119,15.677563,0.03,117.78815,1.22,1.98,1.0903996,1.3302876,826.81361,852.0015,933.75605,962.20182,6004,1.6672472,F,0.45018052
Kepler-93 b,Transit,Kepler,2014,0.28489884,0.05343,4.7267398,0,274.42878,1.478,4.66,1.4433199,2.1332269,1036.829,1036.829,1170.9354,1170.9354,5669,0.78342964,G,0.47478387
Kepler-91 b,Transit,Kepler,2013,0.059604068,0.0731,6.24658,0.0519,3145.9437,15.323,257.4423,0.071556403,1.0964588,1859.5326,1958.6821,2100.0499,2212.0236,4550,16.78804,K,0.50238098
K2-24 b,Transit,K2,2016,0.16066823,0.154,20.88977,0.06,60.777341,5.4,19,0.1206625,0.6515775,690.53615,733.28943,779.85207,828.13518,5625,1.4387986,G,0.48004409
K2-229 c,Transit,K2,2018,0.27224107,0.0769,8.32727,0,69.047399,2.03,21.3,2.546194,5.1687738,734.322,734.322,829.30131,829.30131,5315,0.40831939,G,0.45233849
K2-111 b,Transit,K2,2017,0.26587049,0.0565,5.3518,0.1,598.52943,1.82,5.58,0.92559294,1.6845792,1199.856,1326.4908,1355.0489,1498.0629,5775,1.9010783,G,0.52084308
K2-108 b,Transit,K2,2017,0.14480908,0.0581,4.733999,0.18,765.24377,5.33,59.4,0.39228781,2.0908941,1228.3458,1473.5155,1387.2235,1664.1042,5599,2.5409727,G,0.53084683
Kepler-4 b,Transit,Kepler,2009,0.17643535,0.0456,3.21346,0,1086.6015,4.002,24.472,0.38180201,1.5279716,1462.5721,1462.5721,1651.7454,1651.7454,5857,2.2594358,G,0.49114931
TOI-2570 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.067331293,0.04145,2.9887615,0,698.15352,13.641,260.61929,0.10267576,1.4006001,1309.4455,1309.4455,1478.813,1478.813,5771,1.1994993,G,0.46691258
TOI-2589 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.14819416,0.3,61.6277,0.522,12.907324,12.106,1112.3994,0.6269873,7.5903083,376.12461,671.15856,424.77365,757.96813,5579,0.99083194,G,0.5207364
Kepler-107 e,Transit,Kepler,2014,0.22198703,0.12638,14.749143,0.1,145.48751,2.903,14.1,0.576339,1.6731121,842.48891,931.40653,951.45883,1051.8773,5854,2.3120648,G,0.48990095
HD 73583 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.24316119,0.0604,6.398042,0.09,49.624047,2.79,10.2,0.46966431,1.3103634,646.94594,708.04448,730.62378,799.62498,4511,0.18030177,K,0.28501824
HATS-77 b,Transit,HATSouth,2021,0.081865362,0.03607,3.0876262,0.045,78.369646,13.058,436.69623,0.19613245,2.5610975,741.25646,775.39849,837.1327,875.69075,4071,0.10185914,K,0.47192217
Kepler-424 b,Transit,Kepler,2014,0.089505491,0.044,3.3118644,0,365.67448,9.98,327.35,0.32932198,3.2866334,1113.9697,1113.9697,1258.0537,1258.0537,5460,0.70794578,G,0.46776886
Kepler-426 b,Transit,Kepler,2014,0.074777868,0.0414,3.2175188,0.18,483.22722,12.22,108.06,0.059217674,0.72363998,1094.9859,1313.5379,1236.6145,1483.4347,5725,0.81470428,G,0.4673015
Kepler-1050 c,Transit,Kepler,2016,0.31091646,0.1622,21.128457,0,43.54099,1.48,2.79,0.86063511,1.27374,654.37136,654.37136,739.00963,739.00963,6010,1.1455129,F,0.45471407
Kepler-1084 b,Transit,Kepler,2016,0.29276047,0.0324,2.0533368,0,1705.7288,1.11,1.41,1.0309798,1.1443876,1637.1075,1637.1075,1848.8557,1848.8557,6113,1.7906059,F,0.46942179
Kepler-130 c,Transit,Kepler,2014,0.2409035,0.178,27.50868,0,45.098282,2.9,8.75,0.3587683,1.0404281,660.14556,660.14556,745.53068,745.53068,5879,1.428894,G,0.48074051
WASP-77 A b,Transit,SuperWASP,2012,0.065961751,0.02335,1.3600285,0.0074,1362.8188,13.787,529.81995,0.20217106,2.7873324,1542.0743,1553.5282,1741.5306,1754.4659,5617,0.74301914,G,0.46813483
LTT 9779 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.15697961,0.01679,0.792052,0,2517.0892,4.72,29.32,0.27882902,1.316073,1804.3649,1804.3649,2037.7466,2037.7466,5443,0.70957777,G,0.36490572
Kepler-197 c,Transit,Kepler,2014,0.29592155,0.09,10.349695,0.08,206.49483,1.23,5.3,2.8481348,3.5032058,928.46722,1005.9689,1048.5578,1136.0838,6004,1.6672472,F,0.45018052
Kepler-220 c,Transit,Kepler,2014,0.31247306,0.076,9.034199,0,36.50672,1.57,3.09,0.79847169,1.2536006,626.17095,626.17095,707.16169,707.16169,4632,0.21086281,K,0.43420118
Kepler-62 c,Transit,Kepler,2013,0.31535213,0.0929,12.4417,0,24.32028,0.54,4,25.402632,13.717421,565.70739,565.70739,638.8776,638.8776,4925,0.20989399,K,0.43721079
Kepler-32 d,Transit,Kepler,2012,0.51849781,0.13,22.7802,0,3.0207396,2.7,7.75,0.39374079,1.0631001,335.83661,335.83661,379.27467,379.27467,3900,0.0510505,M,0.35182461
K2-32 c,Transit,K2,2016,0.27321712,0.13843,20.66093,0.049,16.984844,3.134,8.1,0.26314071,0.82468299,504.77386,530.1446,570.06276,598.71502,5271,0.3250873,G,0.47444811
K2-32 d,Transit,K2,2016,0.3054255,0.18422,31.71701,0.05,9.5911347,3.484,6.7,0.15843107,0.55197386,437.35759,459.80058,493.92668,519.27251,5271,0.3250873,G,0.47444811
TOI-1107 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.062731753,0.0561,4.0782387,0.025,1490.0815,14.572,1064.7252,0.34409632,5.0141716,1563.1705,1602.7507,1765.3554,1810.055,6311,4.6881338,F,0.46362301
TOI-1422 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.18905722,0.108,12.9972,0.04,95.829716,3.96,9,0.14492955,0.57392103,781.39596,813.3027,882.46395,918.4976,5840,1.1168632,G,0.46618886
HD 73583 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.33723818,0.1242,18.87974,0.08,11.72603,2.39,9.7,0.71052282,1.6981495,453.23875,491.0718,511.86195,554.58844,4511,0.18030177,K,0.28501824
Kepler-56 b,Transit,Kepler,2012,0.12448418,0.1028,10.5016,0.04,760.9594,6.51,22.1,0.080103097,0.52147116,1311.7059,1365.2668,1481.3657,1541.8543,4840,8.0352612,K,0.48353453
Kepler-1274 b,Transit,Kepler,2016,0.28376262,0.0806,6.981527,0,966.78503,1.42,2.6,0.90804697,1.2894267,1420.4704,1420.4704,1604.1981,1604.1981,6179,6.2805836,F,0.48296195
Kepler-784 b,Transit,Kepler,2016,0.28262426,0.1967,31.592265,0,185.9479,1.58,3.12,0.79101248,1.2497997,940.69217,940.69217,1062.364,1062.364,5674,7.1944898,G,0.51707949
Kepler-1049 b,Transit,Kepler,2016,0.31603719,0.0349,3.2734607,0,59.477013,0.95,0.809,0.94357778,0.89639889,707.43574,707.43574,798.9375,798.9375,3864,0.072443596,M,0.35703612
Kepler-1051 b,Transit,Kepler,2016,0.20765471,0.1891,25.962002,0,93.458099,3.4,11.5,0.29259108,0.99480969,792.05246,792.05246,894.49879,894.49879,6675,3.3419504,F,0.44200623
Kepler-1069 b,Transit,Kepler,2016,0.29071414,0.1685,23.89903,0,82.946906,1.6,3.19,0.77880859,1.2460937,768.77589,768.77589,868.21157,868.21157,5722,2.3550493,G,0.45587958
Kepler-1040 b,Transit,Kepler,2016,0.64719639,0.6559,201.1214,0,2.1005099,2.08,4.98,0.55340023,1.1510725,306.67678,306.67678,346.34323,346.34323,5694,0.90364947,G,0.45080585
Kepler-1074 b,Transit,Kepler,2016,0.33992135,0.0536,5.9456653,0,26.343315,1.25,2.1,1.0752,1.344,577.12158,577.12158,651.76814,651.76814,4002,0.07568329,K,0.37266046
Kepler-111 b,Transit,Kepler,2014,0.27710648,0.046,3.341815,0,740.43056,1.58,3.12,0.79101248,1.2497997,1328.8342,1328.8342,1500.7094,1500.7094,5952,1.5667511,G,0.43308662
Kepler-111 c,Transit,Kepler,2014,0.37232068,0.761,224.78461,0,2.705395,7.3,42,0.10796443,0.78814036,326.7062,326.7062,368.96332,368.96332,5952,1.5667511,G,0.43308662
Kepler-1115 b,Transit,Kepler,2016,0.2729797,0.2134,23.554073,0,394.1043,1.7,3.53,0.71850193,1.2214533,1135.0174,1135.0174,1281.8237,1281.8237,8480,17.947336,A,0.42638426
Kepler-1141 b,Transit,Kepler,2016,0.29061471,0.0345,2.3445119,0,1200.499,0.82,0.477,0.86512094,0.70939917,1499.4782,1499.4782,1693.425,1693.425,5791,1.428894,G,0.48608568
Kepler-1560 b,Transit,Kepler,2016,0.29409889,0.0397,3.0319574,0,586.70392,0.89,0.64,0.90784134,0.80797879,1253.7313,1253.7313,1415.8925,1415.8925,5815,0.92469817,G,0.45685765
Kepler-1209 b,Transit,Kepler,2016,0.29852039,0.18,25.369116,0,67.991558,1.51,2.89,0.8393962,1.2674883,731.49853,731.49853,826.11264,826.11264,6210,2.2029265,F,0.4625794
GJ 143 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,0.41165238,0.1915,35.61253,0.188,5.7210561,2.61,22.7,1.2767455,3.3323058,359.83806,435.24852,406.38055,491.54481,4640,0.20606299,K,0.40237383
Kepler-1298 b,Transit,Kepler,2016,0.28791529,0.082,7.1281193,0,1028.8979,1.31,2.27,1.0097456,1.3227667,1442.7556,1442.7556,1629.3658,1629.3658,6339,6.9183097,F,0.47388143
Kepler-1576 b,Transit,Kepler,2016,0.30132109,0.0726,6.9847197,0,164.10687,1.04,1.12,0.99567592,1.035503,911.76181,911.76181,1029.6917,1029.6917,5876,0.86496792,G,0.45943105
Kepler-1512 b,Transit,Kepler,2016,0.81184745,0.1097,20.359726,0,1.6772073,1.18,1.76,1.0711903,1.2640046,289.89879,289.89879,327.39512,327.39512,4372,0.020183664,K,0.3545976
Kepler-1323 b,Transit,Kepler,2016,0.27825198,0.0191,0.92990668,0,5406.7124,1.52,2.92,0.83148054,1.2638504,2184.4043,2184.4043,2466.9414,2466.9414,6169,1.9724227,F,0.46689967
Kepler-1498 b,Transit,Kepler,2016,0.40550892,0.2528,48.051405,0,10.676917,1.33,2.33,0.99037803,1.3172028,460.48043,460.48043,520.04028,520.04028,5256,0.68233869,K,0.4315989
Kepler-1499 b,Transit,Kepler,2016,0.46344906,0.2196,44.2008,0,7.1241873,1.19,1.81,1.0740826,1.2781583,416.18224,416.18224,470.01244,470.01244,5097,0.34355795,K,0.43304906
Kepler-133 c,Transit,Kepler,2014,0.23616564,0.204,31.517586,0,61.764605,2.84,8.45,0.36889408,1.0476592,714.14208,714.14208,806.51126,806.51126,5736,2.5703958,G,0.52313391
TOI-1820 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.071769107,0.061,4.860674,0.043,529.34913,12.778,731.00534,0.35037402,4.4770792,1196.1693,1248.7596,1350.8852,1410.2777,5734,1.9678863,G,0.5405071
Kepler-1544 b,Transit,Kepler,2016,0.79266351,0.5421,168.81117,0,0.84302642,1.78,3.82,0.67733475,1.2056559,244.09563,244.09563,275.66766,275.66766,4886,0.24774221,K,0.38422812
Kepler-1410 b,Transit,Kepler,2016,0.79997417,0.2543,60.866168,0,1.0747496,1.78,3.82,0.67733475,1.2056559,259.37405,259.37405,292.92224,292.92224,4092,0.069502432,K,0.38749915
Kepler-142 b,Transit,Kepler,2014,0.25621469,0.032,2.024152,0,1249.3958,1.99,4.62,0.58624985,1.1666372,1514.519,1514.519,1710.4112,1710.4112,5790,1.2793813,G,0.50629722
Kepler-1579 b,Transit,Kepler,2016,0.29262588,0.014,0.84990789,0,585.79266,0.84,0.52,0.87733506,0.73696145,1253.2442,1253.2442,1415.3424,1415.3424,4584,0.11481536,K,0.37178049
Kepler-1507 b,Transit,Kepler,2016,0.33404524,0.1234,16.050621,0,31.143662,0.84,0.52,0.87733506,0.73696145,601.78607,601.78607,679.6228,679.6228,5410,0.47424199,G,0.44327599
Kepler-1442 b,Transit,Kepler,2016,0.21976445,0.4039,81.416294,0,27.444309,3.93,14.7,0.24218079,0.95177049,583.05938,583.05938,658.47394,658.47394,6394,4.477133,F,0.43085843
TOI-2145 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.07512421,0.1108,10.26075,0.208,827.03601,11.982,1671.7774,0.97183047,11.644473,1236.0794,1526.5718,1395.9574,1724.023,6177,9.9311605,F,0.4727299
HD 3167 b,Transit,K2,2016,0.27179353,0.01796,0.959641,0,1664.8969,1.67,4.97,1.0671046,1.7820646,1627.221,1627.221,1837.6904,1837.6904,5261,0.5370318,K,0.47533563
Kepler-653 b,Transit,Kepler,2016,0.27162378,0.1197,14.70749,0,91.793451,1.95,4.46,0.60149362,1.1729126,788.5017,788.5017,890.48877,890.48877,5665,1.3152248,G,0.50668166
Kepler-201 b,Transit,Kepler,2014,0.25014544,0.175,25.672083,0,72.765229,2.46,6.62,0.44468519,1.0939256,744.01328,744.01328,840.24608,840.24608,6065,2.2284351,F,0.43078396
Kepler-1542 b,Transit,Kepler,2016,0.28908018,0.0479,3.9511688,0,512.06958,0.76,0.363,0.82692448,0.6284626,1211.8028,1211.8028,1368.5408,1368.5408,5564,1.1748976,G,0.50071321
Kepler-1542 e,Transit,Kepler,2016,0.29017277,0.0567,5.1011576,0,365.45498,0.76,0.363,0.82692448,0.6284626,1113.8025,1113.8025,1257.8649,1257.8649,5564,1.1748976,G,0.50071321
Kepler-1586 b,Transit,Kepler,2016,0.2924036,0.1266,15.604921,0,95.089505,1.52,2.92,0.83148054,1.2638504,795.48658,795.48658,898.37709,898.37709,6681,1.5240528,F,0.44233943
Kepler-732 b,Transit,Kepler,2016,0.3786201,0.0691,9.467814,0,8.8316918,2.18,5.39,0.52025862,1.1341638,439.14777,439.14777,495.9484,495.9484,3631,0.04216965,M,0.36197184
Kepler-207 c,Transit,Kepler,2014,0.27967436,0.044,3.071571,0,1766.4227,1.5,2.86,0.84740741,1.2711111,1651.4802,1651.4802,1865.0874,1865.0874,5920,3.4197944,G,0.45982434
Kepler-1525 b,Transit,Kepler,2016,0.29398391,0.036,2.4166012,0,752.30682,0.91,0.693,0.91962138,0.83685545,1334.1309,1334.1309,1506.6913,1506.6913,5748,0.97498964,G,0.43490488
Kepler-1547 b,Transit,Kepler,2016,0.29214511,0.0165,0.69297968,0,6123.9567,0.9,0.666,0.91358025,0.82222222,2253.5009,2253.5009,2544.9752,2544.9752,6078,1.6672472,F,0.45533475
Kepler-160 c,Transit,Kepler,2014,0.19954879,0.1192,13.699429,0,71.030928,3.76,13.6,0.25584408,0.96197374,739.53985,739.53985,835.19405,835.19405,5471,1.0092529,G,0.38297352
Kepler-249 d,Transit,Kepler,2014,0.5836518,0.097,15.368459,0,3.3998248,1.57,3.09,0.79847169,1.2536006,345.91058,345.91058,390.65164,390.65164,3568,0.031988951,M,0.34493821
Kepler-1443 b,Transit,Kepler,2016,0.29333726,0.0368,2.4181132,0,2687.2271,0.97,0.871,0.95433962,0.92570943,1834.1118,1834.1118,2071.341,2071.341,6289,3.6391504,F,0.44538247
Kepler-127 c,Transit,Kepler,2014,0.24337057,0.2,29.393195,0.03,63.84627,2.66,7.56,0.40167693,1.0684606,709.4407,731.05297,801.20179,825.60945,6106,2.5527013,F,0.45514737
Kepler-1606 b,Transit,Kepler,2016,0.70025387,0.6421,196.43522,0,1.6360428,2.07,4.94,0.55694962,1.1528857,288.10339,288.10339,325.36751,325.36751,5422,0.67452803,G,0.43992332
Kepler-1593 b,Transit,Kepler,2016,0.61811258,0.546,174.50984,0,0.74750605,3.17,10.2,0.32020078,1.0150365,236.86636,236.86636,267.50333,267.50333,4995,0.22284351,K,0.41340045
Kepler-212 b,Transit,Kepler,2014,0.30250959,0.133,16.257582,0,136.55158,1.09,1.32,1.0192822,1.1110176,870.81097,870.81097,983.44415,983.44415,5852,2.4154608,G,0.43914721
Kepler-160 b,Transit,Kepler,2014,0.27288613,0.05511,4.309397,0,332.30676,1.715,3.59,0.71170837,1.2205799,1087.6383,1087.6383,1228.3166,1228.3166,5471,1.0092529,G,0.38297352
Kepler-26 b,Transit,Kepler,2011,0.31591703,0.08551,12.28,0,11.911493,2.78,5.12,0.23830633,0.66249159,473.25069,473.25069,534.46229,534.46229,3914,0.087096359,M,0.34886689
Kepler-1632 b,Transit,Kepler,2016,0.42410999,0.6762,448.30356,0,5.5699291,2.47,6.66,0.44196041,1.0916422,391.34711,391.34711,441.96506,441.96506,6137,2.5468303,F,0.44835697
Kepler-1517 b,Transit,Kepler,2016,0.089068777,0.078,5.5460837,0,1243.9725,9.76,68.7,0.073893678,0.7212023,1512.8728,1512.8728,1708.5521,1708.5521,7010,7.568329,F,0.4396331
Kepler-241 c,Transit,Kepler,2014,0.38677135,0.189,36.065978,0,6.9195267,2.57,7.13,0.42003953,1.0795016,413.16051,413.16051,466.59988,466.59988,4699,0.24717241,K,0.48538413
Kepler-1653 b,Transit,Kepler,2017,0.73857407,0.4706,140.2524,0,1.0439896,2.17,5.35,0.52356979,1.1361464,257.49793,257.49793,290.80345,290.80345,4807,0.23120648,K,0.45055809
TOI-2236 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.063584566,0.05009,3.5315902,0,1359.8717,14.37,502.16888,0.16923083,2.4318471,1546.9426,1546.9426,1747.0286,1747.0286,6248,3.4119291,F,0.46007277
